IPS10   ,IPS11   ,IPS299  ,IPS12   ,IPS13   ,IPS18   ,IPS25   ,IPS32   ,IPS34   ,IPS38   ,IPS43   ,IPS307  ,IPS306  ,PMP     ,UTL11   ,CES275  ,CES277  ,CES278  ,CES275R  ,CES277R  ,CES278 R ,CES002  ,CES003  ,CES006  ,CES011  ,CES015  ,CES017  ,CES033  ,CES046  ,CES048  ,CES049  ,CES053  ,CES088  ,CES140  ,LHEL    ,LHELX   ,LHEM    ,LHNAG   ,LHUR    ,LHU680  ,LHU5    ,LHU14   ,LHU15   ,LHU26   ,LHU27   ,CES151  ,CES155  ,HSBR    ,HSFR    ,HSNE    ,HSMW    ,HSSOU   ,HSWST   ,FYFF    ,FYGM3   ,FYGM6   ,FYGT1   ,FYGT5   ,FYGT10  ,FYAAAC  ,FYBAAC  ,Sfygm6,Sfygt1,Sfygt10,sFYAAAC  ,sFYBAAC  ,FM1     ,MZMSL,FM2     ,FMFBA   ,FMRRA   ,FMRNBA  ,BUSLOANS,CCINRV  ,PI071   ,PI072   ,PI073   ,PI074   ,PWFSA   ,PWFCSA  ,PWIMSA  ,PWCMSA  ,PWCMSAR ,PSCCOM  ,PSCCOMR ,PW561   ,PW561R   ,PMCP    ,EXRUS   ,EXRSW   ,EXRJAN  ,EXRUK   ,EXRCAN  ,FSPCOM  ,FSPIN   ,FSDXP   ,FSPXE   ,FSDJ    ,HHSNTN  ,PMI     ,PMNO    ,PMDEL   ,PMNV    ,MOCMQ   ,MSONDQ  ,CPIAUCSL,Date
67.9588,71.8149,71.9131,75.5359,57.7951,83.7331,55.1901,63.2043,43.3135,92.2209,65.2974,76.2408,85.3133,49.5,83.1557,11,12.93,10.33,14.28181924,16.78762935,13.41192662,90079,24052,653.7,5298,18013,11027,6986,83939,22542,5286.8,13154.5,6560,17912,96,1.082,117418,114350,5.3,11.1,3303,2020,1300,687,613,40.2,3.7,1322,1397,171,238,526,462,9.53,8.15,7.93,8.44,8.29,8.28,9.1,10.03,-0.22,0.29,0.13,0.82,1.75,773.5,2013.9,3033.6,261099,39085,37595,633.6,575543.2,77.021,103.683,80.293,70.559,114,112.7,112.5,103.2,134.4240088,281.0909,366.1372636,58.3,75.93914448,50,94.58,1.7089,143.98,155.3,1.1986,323.7277,370.3573,3.44,13.01,2494.88,82,47.3,45.6,46.5,47.5,113.13,33.644,124.1,01.06.1989
67.3191,70.8916,70.8188,73.895,55.9093,82.2643,54.772,62.8765,43.0281,91.412,64.5784,74.7485,85.8637,46.9,82.0537,11.05,13.01,10.36,14.30772617,16.84556719,13.41430255,90125,24027,643.5,5317,17980,10989,6991,84003,22558,5285.5,13159,6567,17905,96,1.107,117472,114245,5.2,11.8,3173,1961,1435,814,621,40.4,3.8,1283,1427,194,288,524,421,9.24,7.88,7.61,7.89,7.83,8.02,8.93,9.87,-0.27,0.01,0.14,0.91,1.85,777.8,2033.1,3058.3,262235,39438,38744,639.1,576731.3,77.231,103.792,80.425,70.824,113.8,112.4,112.2,103.5,134.4295511,280.103,363.8079281,59.9,77.80029094,48.1,91.9,1.6281,140.42,162.68,1.1891,331.9265,379.451,3.38,13.27,2554.03,85.5,45.9,45.8,46.1,46.2,109.168,35.494,124.5,01.07.1989
67.9781,71.8033,71.9727,75.1331,58.0802,82.958,55.7892,63.2567,43.1351,91.7478,65.1969,75.3742,84.8113,46.7,82.649,11.08,13,10.39,14.34452759,16.8302219,13.4512312,90088,24048,667.6,5330,17964,10983,6981,84029,22607,5293.1,13185.5,6571,17989,95,1.082,117655,114371,5.2,11.4,3090,2038,1302,742,560,40.4,3.7,1334,1332,144,239,568,381,8.99,7.9,7.74,8.18,8.09,8.11,8.96,9.88,-0.16,0.28,0.21,0.85,1.77,779.4,2050.4,3080.4,262855,39397,38722,644.3,577013.9,77.242,103.759,80.051,71.046,113.4,111.7,111.8,101.2,131.2717273,276.5304,358.7018108,53.5,69.39760286,43.3,92.3,1.6605,141.49,159.47,1.1758,346.6078,396.6339,3.28,13.75,2691.11,80.3,45.1,45.2,44,43.5,112.755,29.666,124.5,01.08.1989
67.7788,71.6297,71.7034,74.8249,58.0138,82.5224,55.6321,63.0312,43.0975,91.1253,65.0329,76.6716,85.4828,48,82.2494,11.1,13.03,10.41,14.33386278,16.82614703,13.44283888,90299,24000,669,5323,17922,10945,6977,84326,22585,5279.6,13171.9,6577,18027,95,1.08,117354,114135,5.3,11.5,3214,1981,1360,761,599,40.3,3.7,1314,1279,165,247,494,373,9.02,7.75,7.74,8.22,8.17,8.19,9.01,9.91,-0.01,0.47,0.44,0.82,1.72,781,2066.9,3098.8,263749,39673,38980,643.6,578645.1,77.439,103.856,80.208,71.28,114,112.5,112.1,102.5,132.4614569,274.94,355.3068583,56.2,72.62764761,42.4,93.67,1.6865,145.07,157.15,1.1828,347.3295,397.0795,3.29,13.73,2693.41,88.6,46,46,43.9,44.8,113.157,29.355,124.8,01.09.1989
67.7016,71.3626,71.3099,75.0761,56.9691,83.4729,54.7155,63.1598,43.0101,91.5712,64.9131,76.1893,84.4767,48.5,81.9063,11.14,13.09,10.43,14.32852715,16.83666251,13.41530863,90404,23997,669.1,5347,17895,10917,6978,84440,22566,5278.4,13139.2,6576,18033,97,1.085,117581,114366,5.3,11.9,3218,1992,1392,746,646,40.4,3.7,1365,1410,169,280,554,407,8.84,7.64,7.62,7.99,7.97,8.01,8.92,9.81,-0.02,0.35,0.37,0.91,1.8,786.6,2085.5,3120.7,264897,40163,39607,646.9,580619.8,77.747,104.007,80.63,71.552,114.6,113.1,112.2,102.7,132.2260847,274.3636,353.2426934,57.6,74.1599073,41,91.53,1.6302,142.21,158.74,1.1749,347.3973,396.34,3.29,13.86,2692.01,87.2,46.8,49.3,43.3,43.8,110.751,29.011,125.4,01.10.1989
67.9071,71.6136,71.5483,75.3178,57.3255,83.647,55.1412,63.3143,42.9375,91.5217,65.0321,76.5888,84.8913,49.2,81.8651,11.17,13.16,10.44,14.33411185,16.88781665,13.39732567,90657,24009,671.9,5364,17886,10902,6984,84705,22585,5279.7,13139.7,6584,18057,94,1.047,117912,114780,5.4,11.7,3247,2035,1418,763,655,40.4,3.6,1344,1351,178,311,507,355,8.55,7.69,7.49,7.77,7.81,7.87,8.89,9.81,-0.2,0.08,0.18,1.02,1.94,788,2102.6,3139.4,265647,40170,39820,646.6,582671.9,77.926,104.274,80.669,71.791,114.8,113.2,112,103.5,132.8762902,269.2,345.6067375,57.6,73.94854414,40.9,91.07,1.6189,143.53,157.26,1.1697,340.219,386.8219,3.39,14.21,2642.48,84.3,46.8,49.3,42.5,41.4,112.66,31.912,125.9,01.11.1989
68.3829,72.6623,72.9284,76.678,57.9804,85.3598,56.4105,63.1663,42.784,90.5883,65.1613,85.5921,82.7156,49.7,81.8381,11.21,13.25,10.49,14.34292514,16.95305603,13.42170247,90734,23949,672.1,5309,17881,10893,6988,84860,22549,5277.7,13072,6585,18075,96,1.067,117830,114642,5.4,11.6,3275,1987,1375,740,635,40,3.5,1422,1251,126,258,437,430,8.45,7.63,7.42,7.72,7.75,7.84,8.86,9.82,-0.21,0.09,0.21,1.02,1.98,792.9,2119.2,3158.5,267757,40486,40221,642.4,583382.3,78.157,104.076,80.844,72.117,115.5,114.1,112.2,105.1,134.5469442,261.875,335.2472028,59.8,76.55477891,41,89.22,1.5686,143.69,159.65,1.1613,348.572,398.433,3.33,14.7,2728.47,85.5,47.4,50.4,43.5,43.9,112.964,37.013,126.3,01.12.1989
67.9912,72.0239,71.7838,74.9211,54.6034,84.4893,56.1683,63.0449,42.5625,91.982,65.0608,77.9368,86.0116,47.4,81.5239,11.25,13.29,10.51,14.28898034,16.88004877,13.34908296,90993,23981,675.9,5422,17796,10785,7011,85163,22729,5287.7,13255.8,6587,18151,97,1.065,119081,115871,5.4,11.8,3189,2091,1412,766,646,40.2,3.9,1748,1551,156,333,575,487,8.23,7.64,7.55,7.92,8.12,8.21,8.99,9.94,-0.09,0.28,0.57,0.78,1.73,795.4,2134.7,3173.1,269563,40731,40291,640.9,584067.4,78.732,104.374,82.102,72.374,117.7,116.9,113.7,106.7,136.1021468,260.3727,332.1207444,64.3,82.01844458,50.8,88.35,1.5175,144.98,165.12,1.172,339.9718,390.5791,3.41,14.37,2679.23,83.4,47.2,49.1,48.2,42.7,109.025,32.774,127.5,01.01.1990
68.5855,72.587,72.5605,75.8167,58.1413,83.9792,56.8483,63.6677,43.0929,92.7877,65.9656,70.8188,87.3606,52.8,82.4699,11.35,13.35,10.64,14.34838122,16.87673034,13.45081729,91220,24074,677.3,5416,17896,10899,6997,85323,22707,5279.7,13223.7,6597,18177,92,1.025,119059,115871,5.3,11.6,3223,2066,1350,726,624,40.1,3.9,1329,1437,216,272,559,390,8.24,7.74,7.7,8.11,8.42,8.47,9.22,10.14,-0.04,0.37,0.73,0.75,1.67,798,2145.6,3185.4,271139,40743,39295,642.1,582268.6,79.103,104.706,82.66,72.651,117.6,116.7,112.8,106.8,135.5278352,261.3579,331.6598353,65,82.48416938,44.6,88.36,1.4879,145.69,169.61,1.1965,330.4526,381.1095,3.54,14.21,2614.18,81.3,49.1,52.5,44.4,41.4,113.122,30.272,128,01.02.1990
68.9063,73.0297,73.0429,76.3865,59.2266,84.2715,57.2747,63.8536,43.6739,92.134,66.2239,74.9863,83.0678,54.7,82.608,11.4,13.37,10.7,14.34828576,16.82777023,13.46725067,91324,24025,677.2,5392,17870,10876,6994,85593,22711,5273.1,13226.2,6601,18294,90,1.011,119203,115943,5.2,11.7,3206,2101,1331,694,637,40.3,4,1246,1289,140,266,510,373,8.28,7.9,7.85,8.35,8.6,8.59,9.37,10.21,-0.05,0.45,0.69,0.78,1.62,801.6,2156.5,3196.4,273059,40650,38526,645.1,581158.7,79.452,104.637,82.877,73.137,117.5,116.3,112.9,105.1,132.6300115,266.4682,336.2671782,60,75.71646707,50.1,89.86,1.5133,153.31,162.45,1.18,338.465,391.7073,3.49,14.77,2701.95,81.3,49.9,52.3,47.2,41.2,115.422,34.461,128.6,01.03.1990
68.8264,72.8047,72.8001,76.119,57.9327,84.5396,57.1622,63.9315,43.6785,92.402,66.063,76.0274,83.269,53.5,82.2279,11.38,13.33,10.68,14.28194927,16.72920772,13.40344624,91275,23966,679.2,5355,17845,10852,6993,85686,22722,5273.4,13237.4,6611,18377,90,0.982,118852,115621,5.4,11.8,3269,2171,1376,727,649,40.1,4,1136,1248,128,288,475,357,8.26,7.77,7.84,8.4,8.77,8.79,9.46,10.3,0.07,0.63,1.02,0.67,1.51,806.2,2167.3,3208,275231,40845,39236,646.8,578977.4,79.681,104.58,82.939,73.501,117.4,116.1,113.1,102.7,129.094703,273.195,343.408251,52.6,66.11861126,50.9,89.73,1.4866,158.46,163.72,1.1641,338.178,393.1715,3.51,14.82,2708.25,83.9,50,53.7,47.2,41.3,113.095,30.927,128.9,01.04.1990
68.9372,72.9039,72.8843,76.0206,58.389,84.158,57.689,64.0539,43.922,92.1455,66.152,76.879,80.9438,53.9,82.1628,11.43,13.39,10.74,14.30573982,16.75886756,13.44213873,91202,23887,682.9,5321,17796,10823,6973,85914,22704,5268.8,13211.2,6615,18599,86,0.957,119151,115885,5.4,11.7,3117,2269,1415,771,644,40.1,4,1067,1212,129,259,489,335,8.18,7.74,7.76,8.32,8.74,8.76,9.47,10.41,0.02,0.58,1.02,0.71,1.65,804.2,2165.5,3206.6,276753,40750,39419,644.7,576474.8,79.898,104.541,83.024,73.826,117.5,116.3,113.1,103.1,129.1397365,276.6182,346.4830402,54.5,68.26494313,50.1,88.52,1.4198,154.04,167.74,1.1747,350.25,408.1041,3.44,15.84,2793.81,79.3,49.5,51.7,48.2,40,115.081,30.162,129.1,01.05.1990
69.1369,73.2009,73.3009,76.8001,59.1628,84.9333,57.6668,64.1465,44.1489,91.6699,66.3097,78.2937,83.6243,51.3,82.186,11.46,13.42,10.77,14.27806087,16.72003289,13.41838705,91264,23847,683.7,5303,17774,10803,6971,85973,22693,5273.4,13197.2,6623,18556,86,0.967,118983,115738,5.2,11.6,3151,2118,1436,796,640,40.2,4,1108,1177,109,234,538,296,8.29,7.73,7.63,8.1,8.43,8.48,9.26,10.22,-0.1,0.37,0.75,0.78,1.74,808.9,2177.1,3219.7,278949,40666,39785,646.7,577227.9,80.263,104.245,83.496,74.237,117.6,116.3,112.9,100.6,125.4880437,276.9162,345.424177,47.9,59.75027131,53.2,88.75,1.425,153.7,171.03,1.173,360.3867,421.4919,3.36,16.66,2894.83,76.6,49.2,52,49.8,42.6,114.81,30.079,129.9,01.06.1990
69.0314,73.0283,73.0537,76.2456,57.6201,84.8889,57.8441,64.1146,43.9496,92.2928,66.1762,77.664,84.2119,49.8,81.8531,11.49,13.43,10.81,14.28092024,16.69214612,13.43574829,91213,23746,682.7,5274,17704,10759,6945,86027,22683,5272.9,13193.1,6628,18560,85,0.921,118810,115618,5.5,11.9,3221,2240,1534,846,688,40.1,3.9,1078,1171,121,234,487,329,8.15,7.62,7.52,7.94,8.33,8.47,9.24,10.2,-0.1,0.32,0.85,0.77,1.73,810,2186.6,3229.9,281004,40575,39818,646,577301.2,80.457,104.403,83.786,74.386,117.9,116.6,112.8,101,125.6984978,277.0952,344.8559445,46.3,57.62218267,51.4,86.43,1.3924,149.04,180.98,1.157,360.031,425.7576,3.37,16.65,2934.22,77.3,46.6,46.7,46.4,39.6,113.522,34.002,130.5,01.07.1990
69.2207,73.0467,73.1104,76.3645,57.4443,85.1601,58.0263,64.488,44.2947,92.241,66.3681,76.9133,86.5887,47.9,81.9267,11.48,13.4,10.8,14.17966675,16.55117896,13.33975618,91112,23646,680.1,5234,17647,10704,6943,85923,22645,5276.7,13157.9,6632,18457,82,0.846,118802,115605,5.7,12.2,3320,2254,1607,877,730,40.1,3.9,1069,1115,122,243,430,320,8.13,7.45,7.38,7.78,8.44,8.75,9.41,10.41,-0.07,0.33,1.3,0.66,1.66,815.7,2205.4,3247.8,284089,40873,39946,648.1,576343.7,80.961,104.437,84.629,74.783,119.2,118.2,114,110.5,136.982905,273.0348,338.4714939,75.2,93.22275528,53.1,84.11,1.3076,147.46,190.13,1.1448,330.7465,390.7848,3.65,15.57,2681.89,62.9,46.1,45.5,50.1,43,115.349,29.442,131.6,01.08.1990
69.3629,73.3739,73.5429,77.1379,57.7922,86.1467,57.9785,64.4271,44.2223,92.1225,66.3683,81.0657,86.0564,45.5,81.7671,11.55,13.49,10.87,14.1837875,16.56617259,13.34872469,91048,23572,681.1,5197,17610,10667,6943,85913,22631,5266.4,13146.9,6628,18437,81,0.815,118524,115318,5.9,12.4,3280,2374,1695,914,781,40.1,3.9,976,1110,106,243,436,325,8.2,7.36,7.32,7.76,8.51,8.89,9.56,10.64,-0.04,0.4,1.53,0.67,1.75,820,2221.2,3260.2,287282,41090,40466,644.8,575711.2,81.431,104.552,85.622,75.034,120.7,120,115.8,115.8,143.0866181,271.7579,335.7937724,91,112.4428518,70.2,83.32,1.3069,138.44,187.94,1.1583,315.4068,372.8137,3.85,14.9,2550.69,58.8,44.5,44.9,48.9,40.8,112.458,32.058,132.5,01.09.1990
68.8644,72.6882,72.7466,75.9159,55.8423,85.321,57.7894,64.1378,43.7128,92.004,65.855,78.547,83.7093,43.6,80.9798,11.58,13.49,10.92,14.1440297,16.47693961,13.3378933,90878,23470,679,5134,17574,10642,6932,85851,22610,5255.7,13132.9,6625,18443,75,0.755,118536,115266,5.9,12.2,3347,2416,1689,911,778,39.8,3.8,925,1014,141,231,387,255,8.11,7.17,7.16,7.55,8.33,8.72,9.53,10.74,-0.01,0.38,1.55,0.81,2.02,819.9,2228.9,3265.4,289192,40808,40398,643.5,576484.5,81.872,104.92,86.429,75.293,121.9,121.5,117.4,125.8,154.9700038,268.5609,330.8337337,118,145.3613708,73.4,80.95,1.2818,129.59,194.56,1.16,307.1248,361.0022,4.01,14.36,2460.54,50.9,43.2,43.1,48.1,41.2,112.613,34.624,133.4,01.10.1990
68.0528,71.85,71.7007,75.0236,52.8257,85.5516,56.6147,63.3617,42.8819,92.0029,65.1251,76.0169,82.1656,42.1,79.9302,11.58,13.52,10.89,14.12298461,16.48901139,13.28145962,90725,23283,679.5,5095,17428,10522,6906,85892,22589,5247.9,13119.6,6615,18450,71,0.687,118306,115117,6.2,12.4,3442,2465,1831,998,833,39.9,3.7,941,1145,156,250,479,260,7.81,7.06,7.03,7.31,8.02,8.39,9.3,10.62,-0.03,0.25,1.33,0.91,2.23,822.1,2232.4,3269.6,291129,40970,40740,644.4,574368.6,81.994,104.789,86.48,75.49,122.6,122.3,117.7,117.8,144.9114908,261.4471,321.6187524,97.3,119.693447,64.2,80.21,1.2569,129.22,196.42,1.1635,315.291,369.2605,3.91,14.59,2518.56,52.8,41.3,40.4,48.6,40.9,109.091,28.242,133.7,01.11.1990
67.5785,71.4273,71.2804,74.5489,51.9884,85.2806,56.2062,62.8338,42.2418,91.4518,64.6384,75.6609,80.1097,41.8,79.1863,11.6,13.52,10.93,14.12429379,16.46210793,13.30849406,90650,23203,681.3,5047,17395,10502,6893,85915,22584,5245.3,13088.9,6603,18468,71,0.666,118241,114996,6.3,12.5,3462,2565,1804,973,831,40.2,3.7,861,969,97,236,402,234,7.31,6.74,6.7,7.05,7.73,8.08,9.05,10.43,-0.04,0.31,1.34,0.97,2.35,824.7,2244.7,3278.6,293294,41766,41440,644.8,569587.9,82.128,104.549,86.667,75.651,122,121.4,116.9,110.8,136.0109987,259.455,318.4903761,79.3,97.3436119,58.9,81.26,1.2814,133.89,192.19,1.1603,328.7495,384.749,3.74,15.19,2610.91,53.7,40.8,38.5,47.2,39.6,105.579,35.535,134.2,01.12.1990
67.2467,71.1626,71.2341,74.8858,52.0212,85.7796,55.6702,62.4299,41.6785,90.6032,64.0999,79.0121,82.0191,38.9,78.3839,11.65,13.65,10.97,14.11351384,16.53643467,13.28972076,90524,23060,679.9,4972,17329,10444,6885,85938,22519,5222.7,13070.8,6613,18474,67,0.629,117940,114732,6.4,12.2,3470,2630,1866,998,868,39.7,3.7,786,798,76,138,345,239,6.91,6.22,6.28,6.64,7.7,8.09,9.04,10.45,0.06,0.42,1.87,0.95,2.36,827.1,2266.4,3294.5,297781,42295,41761,641.8,567885.7,82.545,105.396,86.672,76.21,122.6,122,116.9,113.3,138.1757869,257.3591,313.8640438,87.9,107.1990439,51.6,81.4,1.2714,133.7,193.46,1.156,325.4855,382.7818,3.82,14.95,2587.6,55.2,39.2,38.1,44.4,39.6,106.738,30.873,134.7,01.01.1991
66.7882,70.5887,70.6324,74.1789,50.8207,85.3522,55.3837,62.1031,41.4011,90.1877,63.6832,75.995,84.5735,39.1,77.736,11.65,13.62,10.98,14.09763063,16.48152182,13.28686561,90216,22903,680.3,4929,17214,10349,6865,85795,22421,5212.3,12995.2,6600,18482,64,0.583,117755,114485,6.6,12.7,3585,2729,1955,1051,904,39.8,3.6,853,965,85,266,386,228,6.25,5.94,5.93,6.27,7.47,7.85,8.83,10.07,-0.01,0.33,1.91,0.98,2.22,832.7,2291.3,3311.5,300914,42072,41820,642.5,564742.3,82.638,105.859,86.363,76.456,121.8,120.8,115.9,104.1,126.5268915,255.2579,310.2496506,64.2,78.03099362,44.5,80.16,1.2685,130.54,196.41,1.1549,362.2632,427.9447,3.35,16.82,2863.05,62,39.4,39.2,44.7,39.9,106.393,30.651,134.8,01.02.1991
66.4699,70.3999,70.6796,74.2453,51.1354,85.2923,55.4769,61.6423,40.9552,89.1965,63.2756,77.3786,85.1432,41.2,77.1039,11.67,13.59,11,14.11841564,16.44123981,13.30784679,90054,22780,679.9,4881,17141,10291,6850,85762,22368,5200.5,12963.9,6602,18488,63,0.553,117652,114475,6.8,12.9,3539,2930,2137,1186,951,39.7,3.6,911,921,110,224,397,190,6.12,5.91,5.92,6.4,7.77,8.11,8.93,10.09,0.01,0.49,2.2,0.82,1.98,838.7,2316,3328.8,302738,41807,41566,642.9,561511.1,82.658,105.822,86.095,76.631,121.3,120.2,114.7,100.5,121.9024053,256.05,310.5782177,54.1,65.62109579,41.2,84.26,1.3918,137.39,182.14,1.1572,372.279,441.8735,3.26,17.48,2920.11,84.5,40.7,42.4,43.9,43.6,103.364,28.872,134.8,01.03.1991
66.6147,70.4365,70.57,74.2397,52.149,84.7482,55.4977,61.9076,41.3944,89.6388,63.495,77.2325,83.4457,44.5,77.2395,11.7,13.66,11.03,14.13162949,16.49897938,13.32238233,89840,22687,675,4842,17093,10267,6826,85638,22296,5191.7,12905.7,6584,18485,63,0.553,118109,114868,6.7,13.5,3400,2801,2206,1227,979,39.8,3.6,916,1001,96,244,403,258,5.91,5.65,5.71,6.24,7.7,8.04,8.86,9.94,0.06,0.59,2.39,0.82,1.9,843.1,2338.4,3340,303024,41859,41628,639.2,559075.1,82.793,105.962,86.388,76.682,121.3,120.2,114.2,100.2,121.3442325,256.15,310.2028459,56.3,68.18044202,38.8,86.38,1.4399,137.11,174.97,1.1535,379.6791,450.1714,3.19,17.85,2925.54,74.7,42.8,46.1,45,39.6,109.023,26.224,135.1,01.04.1991
67.2864,71.2224,71.4413,75.5283,53.1627,86.1659,56.0058,62.4465,41.4797,90.533,63.9561,80.4732,85.2777,46.9,77.6697,11.73,13.63,11.08,14.10856256,16.39383698,13.32675816,89705,22617,670.3,4800,17069,10246,6823,85586,22262,5186.4,12879.6,6566,18498,61,0.526,117440,114165,6.9,12.9,3621,2864,2252,1208,1044,39.8,3.5,991,996,117,217,367,295,5.78,5.46,5.61,6.13,7.7,8.07,8.86,9.86,0.15,0.67,2.61,0.79,1.79,848.9,2361,3350.8,304182,42410,42107,634.8,556901.1,83.141,106.031,86.708,77.083,121.6,120.4,114.1,100.9,121.6806155,251.25,302.9955862,58.8,70.91001182,38.2,86.86,1.4574,138.22,172.38,1.1499,377.9927,450.0482,3.23,17.92,2928.42,71.5,44.5,48.9,46,37.3,111.179,25.57,135.6,01.05.1991
67.9555,72.0985,72.3778,76.6536,54.5954,87.1076,56.7018,62.878,42.2403,90.5443,64.6744,83.555,85.9429,53.7,78.4115,11.76,13.62,11.13,14.1205288,16.35387774,13.3640719,89722,22569,666.6,4782,17042,10210,6832,85714,22250,5184,12879.3,6557,18561,64,0.546,117639,114339,6.9,13.7,3428,2862,2533,1424,1109,40.1,3.8,964,1036,136,246,407,247,5.9,5.57,5.75,6.36,7.94,8.28,9.01,9.96,0.18,0.79,2.71,0.73,1.68,856.7,2381.7,3359.5,305494,42709,42369,632.7,553748.2,83.283,105.643,86.807,77.324,121.4,120.1,113.9,99.2,119.3641931,247.131,297.3648429,56.2,67.62366588,39.6,88.8,1.5297,139.75,164.97,1.1439,378.293,450.871,3.23,17.96,2968.13,75.9,50.3,58.4,47.1,37.1,108.817,25.404,136,01.06.1991
67.9505,71.6956,72.0018,76.2428,55.4943,85.9981,56.605,63.3242,42.6339,91.664,64.8359,80.4311,85.3606,57.2,78.4795,11.79,13.64,11.17,14.13177672,16.34923108,13.38862985,89635,22508,661.2,4752,17016,10194,6822,85725,22253,5180.8,12871.4,6545,18598,61,0.527,117568,114249,6.8,13.8,3422,2803,2388,1280,1108,40.1,3.9,973,1063,106,240,439,278,5.82,5.58,5.7,6.31,7.91,8.27,9,9.89,0.12,0.73,2.69,0.73,1.62,861.5,2396.1,3363.4,307217,42983,42376,629.8,550307.3,83.429,106.342,86.626,77.553,121.1,119.6,113.6,99.4,119.2332606,243.3032,291.849435,59.3,71.13211621,38.4,88.76,1.5481,137.83,165.13,1.1493,380.2268,453.3764,3.2,18.07,2978.19,74.4,50.6,55.6,49.6,39.1,113.858,33.941,136.2,01.07.1991
68.0603,71.8723,72.0442,76.2673,54.7019,86.4658,56.6968,63.3575,42.8316,91.7037,65.0221,80.0079,85.3964,59.8,78.5792,11.79,13.64,11.18,14.09848612,16.31071676,13.3690479,89685,22493,655.8,4733,17025,10176,6849,85759,22251,5177.5,12869.6,6540,18567,60,0.522,117484,114171,6.9,13.9,3446,2752,2460,1292,1168,40.2,3.9,944,1049,120,238,429,262,5.66,5.33,5.39,5.78,7.43,7.9,8.75,9.65,0.06,0.45,2.57,0.85,1.75,866.7,2406.1,3362,309324,43395,42631,627,546129.2,83.626,106.144,86.866,77.785,121.3,119.9,113.8,99.1,118.5222394,243.9891,291.8076136,60.4,72.23757071,41.8,87.5,1.5201,136.82,168.41,1.1452,389.4032,463.2577,3.1,19.72,3006.09,75.3,52.9,60.1,48.3,39,112.881,27.962,136.6,01.08.1991
68.6603,72.6715,72.9969,77.4372,56.9584,87.0325,57.4189,63.7278,43.3999,92.1401,65.7144,81.2139,85.072,61.2,79.29,11.83,13.67,11.22,14.09558307,16.28796454,13.36876095,89742,22467,649.2,4728,17011,10159,6852,85818,22227,5177,12855.9,6529,18543,62,0.527,117928,114609,6.9,14,3478,2734,2497,1306,1191,40.1,4,974,1015,104,243,425,243,5.45,5.22,5.25,5.57,7.14,7.65,8.61,9.51,0.03,0.35,2.43,0.96,1.86,870.2,2419.3,3361.9,310689,43555,42910,626.8,542077.1,83.927,106.334,87.04,78.165,121.5,120.1,114,98.4,117.191687,243.3684,289.8450545,60.4,71.93473471,45.5,85.88,1.4803,134.3,172.65,1.137,387.1985,459.112,3.15,19.88,3010.35,76.4,54.9,60.7,48.8,45.9,114.15,27.158,137,01.09.1991
68.5259,72.3308,72.6627,77.159,56.7071,86.7459,56.8948,63.8293,43.2877,92.7113,65.5969,79.3397,83.3295,60.7,79.0226,11.85,13.65,11.25,14.09087126,16.23125676,13.37740942,89700,22416,643.1,4698,16997,10139,6858,85877,22196,5170.7,12833.5,6526,18593,59,0.495,117800,114511,7,14.4,3473,2779,2638,1403,1235,40.2,3.9,991,1079,122,232,462,263,5.21,4.99,5.04,5.33,6.87,7.53,8.55,9.49,0.05,0.34,2.54,1.02,1.96,878,2445.5,3367,312698,44005,43744,628.1,537268.7,84.097,106.541,86.973,78.449,121.9,120.5,114,100.8,119.7377174,244.3174,290.2183313,66.3,78.75605816,50,85.02,1.4781,130.77,172.31,1.1279,386.8835,457.3874,3.14,19.92,3019.73,70.5,53.1,58,50.2,40.5,113.558,27.583,137.2,01.10.1991
68.4463,72.3786,72.6463,77.1896,56.7682,86.7604,56.9159,63.6049,43.4345,91.7828,65.4525,83.3528,83.8915,52.1,78.7227,11.85,13.67,11.26,14.0551055,16.21377993,13.35531544,89608,22315,636.2,4640,16960,10100,6860,85920,22178,5165.8,12818.3,6525,18627,60,0.506,117770,114474,7,14.8,3460,2781,2718,1342,1376,40.2,4,984,1103,121,228,472,282,4.81,4.56,4.61,4.89,6.62,7.42,8.48,9.45,0.05,0.33,2.86,1.06,2.03,887.7,2471.5,3372.5,314943,44613,44505,625,535497.7,84.311,106.659,87.312,78.61,122.4,121,114.1,100.7,119.3226926,241.89,286.6232981,64,75.83567357,47.6,83.46,1.4348,129.63,177.96,1.1302,385.9195,454.967,3.15,21.02,2986.18,61.9,49.5,53.5,50.1,42.8,113.662,31.131,137.8,01.11.1991
