IPS10   ,IPS11   ,IPS299  ,IPS12   ,IPS13   ,IPS18   ,IPS25   ,IPS32   ,IPS34   ,IPS38   ,IPS43   ,IPS307  ,IPS306  ,PMP     ,UTL11   ,CES275  ,CES277  ,CES278  ,CES275R  ,CES277R  ,CES278 R ,CES002  ,CES003  ,CES006  ,CES011  ,CES015  ,CES017  ,CES033  ,CES046  ,CES048  ,CES049  ,CES053  ,CES088  ,CES140  ,LHEL    ,LHELX   ,LHEM    ,LHNAG   ,LHUR    ,LHU680  ,LHU5    ,LHU14   ,LHU15   ,LHU26   ,LHU27   ,CES151  ,CES155  ,HSBR    ,HSFR    ,HSNE    ,HSMW    ,HSSOU   ,HSWST   ,FYFF    ,FYGM3   ,FYGM6   ,FYGT1   ,FYGT5   ,FYGT10  ,FYAAAC  ,FYBAAC  ,Sfygm6,Sfygt1,Sfygt10,sFYAAAC  ,sFYBAAC  ,FM1     ,MZMSL,FM2     ,FMFBA   ,FMRRA   ,FMRNBA  ,BUSLOANS,CCINRV  ,PI071   ,PI072   ,PI073   ,PI074   ,PWFSA   ,PWFCSA  ,PWIMSA  ,PWCMSA  ,PWCMSAR ,PSCCOM  ,PSCCOMR ,PW561   ,PW561R   ,PMCP    ,EXRUS   ,EXRSW   ,EXRJAN  ,EXRUK   ,EXRCAN  ,FSPCOM  ,FSPIN   ,FSDXP   ,FSPXE   ,FSDJ    ,HHSNTN  ,PMI     ,PMNO    ,PMDEL   ,PMNV    ,MOCMQ   ,MSONDQ  ,CPIAUCSL,Date
5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,6,6,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,5,5,2,2,5,5,5,5,5,1,2,4,4,4,4,4,4,2,2,2,2,2,2,2,2,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,5,6,5,1,5,5,5,5,5,5,5,2,2,5,2,1,1,1,1,5,5,6,0
56.8521,58.7303,58.8664,65.2614,45.6488,74.801,40.3862,54.1994,33.7766,80.2465,53.2525,64.1865,82.3383,70.7,76.8048,9.44,11.4,8.84,14.90793089,18.00322163,13.96039291,75857,22698,914.1,4217,17479,10666,6813,69156,18992,4635.4,10848.1,5416,15997,73,0.554,102729,99438,8.5,19.7,3347,2644,3535,1368,2167,40.1,3.3,1668,1785,158,220,979,428,9.34,8.76,8.93,9.94,11.41,11.69,12.41,13.61,0.17,1.18,2.93,0.72,1.92,518.9,1380.2,2115.3,174605,25396,24491,415.3,353190.4,63.322,95.073,68.898,54.877,102,101.5,101.8,102.3,165.5018443,268.1714,433.8500615,92.1,149.0001941,68.1,116.68,2.1701,235.03,147.66,1.2367,165.23,185.8552,4.31,13.14,1250,87.9,66,69.2,67.5,55,101.125,23.314,101.8,01.11.1983
57.1371,59.0887,59.3026,65.3559,46.6934,74.3049,40.8425,54.4102,34.1389,79.3816,53.3941,65.8701,77.1844,80.6,76.9167,9.48,11.44,8.87,14.96330203,18.05698051,14.00047352,76202,22803,917.1,4248,17551,10727,6824,69407,19075,4658.5,10899.2,5436,16008,76,0.596,102996,99664,8.3,19.2,3455,2521,3379,1318,2061,40,3.4,1627,1688,151,202,956,379,9.47,9,9.17,10.11,11.54,11.83,12.57,13.75,0.17,1.11,2.83,0.74,1.92,521.4,1383.2,2126.5,175467,25367,24593,419.1,358041.6,63.355,95.102,68.936,54.906,102.3,101.9,101.9,103.5,167.3457509,273.1,441.5664209,92,148.7517786,71.4,118.28,2.1983,234.46,143.38,1.2469,164.3605,185.179,4.32,12.41,1257.64,91,69.9,74.8,62.1,59.6,102.361,23.246,101.4,01.12.1983
58.3038,60.2584,60.557,66.6922,47.7964,75.7355,41.7523,55.5571,35.0603,80.5141,54.3906,69.7512,78.7478,59.9,78.243,9.53,11.52,8.91,14.97815359,18.1058058,14.00370918,76647,22942,919.9,4305,17630,10789,6841,69715,19229,4686.8,10976.1,5452,16010,78,0.634,103201,99908,8,20.4,3309,2532,3254,1214,2040,40.2,3.4,1816,1897,179,276,903,539,9.56,8.9,9.01,9.9,11.37,11.67,12.2,13.65,0.11,1,2.77,0.53,1.98,525.1,1389.4,2141.2,176896,25451,24736,422.2,362877.2,63.626,94.917,69.445,55.106,103,102.7,102.1,104.6,168.6117738,279.7571,450.9592817,92.1,148.4621832,64.4,119.47,2.238,233.8,140.76,1.2484,166.3924,187.4957,4.27,12.58,1258.88,97,60.5,63.7,64.4,52.7,103.241,26.584,102.1,01.01.1984
58.5799,60.4672,60.6716,66.4968,47.9358,75.3445,42.1522,55.8943,35.7866,81.0071,54.9807,66.8133,85.7165,64,78.9663,9.53,11.45,8.92,14.87923309,17.87693797,13.92683727,77111,23146,920.3,4410,17728,10867,6861,69990,19316,4714.6,11017.8,5472,16025,81,0.675,103824,100471,7.8,19,3327,2485,2991,1157,1834,40.7,3.4,1987,2260,263,307,1187,503,9.59,9.09,9.18,10.04,11.54,11.84,12.08,13.59,0.09,0.95,2.75,0.24,1.75,527.5,1402.5,2161.4,177835,25829,25262,430.3,371202.5,64.049,94.931,69.779,55.633,103.4,103.1,102.5,103.8,166.2289411,277.86,444.9746973,92.1,147.492153,71.1,117.66,2.205,233.6,144.17,1.248,157.2505,177.1345,4.59,11.83,1164.46,93.2,61.3,64.9,61.5,52.7,103.112,26.339,102.6,01.02.1984
58.8673,60.8089,61.0382,66.7854,48.0878,75.7089,42.6346,56.1255,35.9717,81.4655,55.2533,68.1077,83.3066,61.5,79.2155,9.57,11.5,8.96,14.89285548,17.89632581,13.94357211,77381,23209,922.8,4393,17806,10929,6877,70202,19387,4731.1,11056.6,5492,16030,81,0.67,103967,100734,7.8,19.1,3335,2501,2881,1101,1780,40.2,3.5,1725,1663,161,224,839,439,9.91,9.52,9.66,10.59,12.02,12.32,12.57,13.99,0.14,1.07,2.8,0.25,1.67,531.4,1415.1,2178.4,178870,25763,24811,438,373493.1,64.259,94.967,69.856,55.94,103.8,103.6,103,105.7,168.6397141,285.5909,455.6477552,92.1,146.9415106,73.6,115.35,2.149,225.27,145.57,1.2697,157.4386,177.8459,4.63,11.2,1161.97,97.7,58.9,60.9,65.5,52.7,101.636,26.654,102.9,01.03.1984
59.2387,61.1543,61.4689,66.9503,48.0165,76.0153,43.1329,56.5168,36.1696,81.7389,55.5523,68.7652,81.6024,62.3,79.4862,9.59,11.53,8.98,14.86637316,17.87375209,13.92075402,77699,23305,922.3,4423,17872,10980,6892,70469,19464,4750.1,11101.2,5503,16075,85,0.711,104336,101045,7.7,18.9,3362,2459,2858,1094,1764,40.4,3.5,1776,1851,190,234,953,474,10.29,9.69,9.84,10.9,12.37,12.63,12.81,14.31,0.15,1.21,2.94,0.18,1.68,535,1426.3,2194.9,179896,25691,24457,443.7,377814.2,64.508,95.543,69.893,56.257,103.9,103.5,103.2,105.2,167.013288,287.005,455.6430488,91.9,145.8984902,71.9,116.53,2.1913,225.2,142.1,1.2796,157.6015,178.573,4.64,11.18,1152.71,91.4,61,63.2,64.6,54,101.964,25.575,103.3,01.04.1984
59.5375,61.3495,61.5096,66.718,47.5868,75.915,43.4115,56.9112,36.41,81.6229,55.7017,69.611,82.209,59.3,79.5263,9.61,11.56,8.99,14.87938563,17.8986158,13.91942526,77979,23389,928.4,4456,17916,11022,6894,70693,19516,4762.9,11123.8,5522,16103,86,0.736,105193,101850,7.4,18.8,3167,2387,2884,1193,1691,40.3,3.4,1741,1774,182,243,893,456,10.32,9.83,10.31,11.66,13.17,13.41,13.28,14.74,0.48,1.83,3.58,-0.13,1.33,536.7,1430.8,2207.5,180725,25882,22894,451.7,385354.2,64.586,95.543,69.805,56.437,103.8,103.5,103.4,104.5,165.5576679,291.6818,462.1067807,91.9,145.5956907,62.5,119.66,2.268,230.48,138.94,1.2944,156.5509,177.5986,4.72,11.14,1143.42,90.6,58.6,59.2,62.5,54.1,101.482,28.422,103.5,01.05.1984
59.758,61.6377,61.7579,66.6239,47.7249,75.6856,43.9726,57.0633,36.625,81.2519,55.9578,67.6648,82.1827,62.3,79.7018,9.65,11.57,9.03,14.91430073,17.88170564,13.95607623,78334,23497,933.6,4507,17967,11074,6893,70964,19612,4778.6,11181.5,5540,16127,87,0.775,105591,102208,7.2,18.1,3261,2273,2612,1036,1576,40.3,3.4,1814,1843,220,280,921,422,11.06,9.87,10.51,12.08,13.48,13.56,13.55,15.05,0.64,2.21,3.69,-0.01,1.49,540.2,1432.7,2218.5,181997,26094,22793,456.9,391575.6,64.703,95.608,69.844,56.604,103.8,103.4,103.6,103.3,163.2685317,286.9952,453.6039197,91.8,145.0924609,64,120.22,2.2832,233.57,137.7,1.304,153.1248,174.1995,4.86,10.08,1121.14,89.8,58.1,60.5,56.2,56.3,100.122,26.721,103.7,01.06.1984
59.9213,61.8173,61.9693,66.637,48.2831,75.3699,44.587,57.2085,36.9692,81.0525,56.2131,66.1016,79.6593,58.2,79.8621,9.67,11.58,9.05,14.89181489,17.83321783,13.93701394,78601,23571,935.3,4534,18013,11119,6894,71202,19695,4802.8,11236.7,5556,16172,89,0.764,105435,102091,7.5,18,3392,2472,2638,1048,1590,40.2,3.4,1605,1732,195,235,884,418,11.23,10.12,10.52,12.03,13.27,13.36,13.44,15.15,0.4,1.91,3.24,0.08,1.79,540.9,1430.2,2226.9,182995,25980,20056,461.9,396763.1,64.935,95.582,69.941,56.949,104,103.6,103.4,104,163.6558192,278.9857,439.0157047,91.7,144.3003714,61.3,124.32,2.4115,243.07,132,1.3238,151.0781,171.6986,4.93,9.92,1113.27,91.9,56.1,54.1,59.1,57.8,102.865,27.439,104.1,01.07.1984
59.988,61.9951,62.1776,66.2454,48.556,74.5928,45.1591,57.1669,36.9256,80.8382,56.3311,65.2722,79.96,54.3,79.815,9.71,11.58,9.09,14.90818645,17.779279,13.95627341,78790,23608,938.4,4547,18034,11150,6884,71406,19752,4817.5,11267.3,5574,16224,86,0.731,105163,101877,7.5,17.3,3567,2415,2604,1089,1515,40.2,3.4,1530,1586,186,221,776,403,11.64,10.47,10.61,11.82,12.68,12.72,12.87,14.63,0.14,1.35,2.25,0.15,1.91,541,1422.6,2233.6,183756,26039,18023,465,401686,65.132,95.721,70.123,57.159,103.8,103.3,103.2,103.3,162.0392157,273.9957,429.7971765,91.5,143.5294118,58.7,124.5,2.415,242.26,131.32,1.3035,164.4209,186.8552,4.62,10.67,1212.82,93.7,53,54,55.2,49.1,102.251,25.971,104.4,01.08.1984
59.8993,62.0957,62.2934,66.075,47.8963,74.7232,45.4595,56.8962,36.5441,81.0255,56.2239,65.5379,80.8156,52.2,79.44,9.74,11.58,9.12,14.93246662,17.75338433,13.98193999,79070,23617,934.6,4576,18019,11160,6859,71708,19829,4834.6,11319.8,5595,16255,88,0.771,105490,102097,7.3,17,3325,2558,2538,1087,1451,40.2,3.3,1523,1698,203,243,814,438,11.3,10.37,10.47,11.58,12.53,12.52,12.66,14.35,0.1,1.21,2.15,0.14,1.83,543.1,1425.4,2247.5,184650,26089,18847,468.7,404024.5,65.227,95.964,70.191,57.246,103.8,103.2,103.1,102.8,160.9796583,271.8842,425.7570585,91.4,143.1278285,53.4,127.77,2.5049,245.46,125.63,1.3145,166.1126,188.0979,4.54,10.22,1213.51,96.4,50,47.2,52.8,46.8,98.584,25.496,104.7,01.09.1984
59.8384,62.4879,62.7716,66.5812,47.4944,75.7553,45.757,56.3964,36.7905,80.4608,56.4655,66.2149,81.6187,53.4,79.5495,9.75,11.57,9.15,14.91327358,17.69708465,13.99553367,79337,23626,925.1,4590,18024,11165,6859,71985,19920,4847.8,11387.1,5620,16274,89,0.778,105638,102444,7.4,16.7,3423,2392,2526,1099,1427,40.1,3.2,1490,1590,211,226,749,404,9.99,9.74,9.87,10.9,12.06,12.16,12.63,13.94,0.13,1.16,2.42,0.47,1.78,543.7,1437.1,2262.1,185221,26259,20242,473.6,408425.5,65.378,95.87,70.372,57.415,103.6,103.1,103.2,101.5,158.591272,267.1,417.3372291,91.3,142.654021,51.7,129.23,2.5245,246.75,121.96,1.3189,164.8187,185.4413,4.62,10.14,1199.3,91.6,50.8,52.9,49.3,45.6,100.037,26.38,105.1,01.10.1984
60.0705,62.7358,63.0483,66.7976,48.2439,75.6486,46.174,56.6092,37.0338,80.393,56.6528,67.4038,82.9155,53.8,79.575,9.79,11.57,9.19,14.95250023,17.67113663,14.03610594,79649,23639,920,4617,18016,11165,6851,72321,20041,4858.4,11498.2,5641,16311,88,0.778,105972,102578,7.2,17,3392,2356,2438,1016,1422,40.1,3.3,1643,1689,255,245,746,443,9.43,8.61,8.81,9.82,11.33,11.57,12.29,13.48,0.2,1.21,2.96,0.72,1.91,547.5,1458.2,2284.8,186112,26518,21901,477.7,412018.2,65.474,96.042,70.351,57.562,104,103.4,103.3,101.9,158.8811276,270.2476,421.3664712,89.4,139.3912935,55,127.2,2.47,243.63,123.92,1.3168,166.2729,186.5748,4.61,10.26,1211.3,91.5,50.3,52,48.1,45.7,100.316,26.122,105.3,01.11.1984
60.1438,62.9994,63.4431,67.1615,48.8149,75.8788,46.4812,56.4955,36.9891,80.0549,56.8601,66.2145,80.1379,54.9,79.6242,9.83,11.64,9.22,14.96992309,17.72633823,14.04096551,79805,23673,910.7,4652,18023,11177,6846,72414,20058,4870.9,11495,5661,16282,91,0.798,106223,102838,7.3,16.8,3371,2578,2401,1008,1393,40.2,3.3,1626,1612,233,230,810,339,8.38,8.06,8.28,9.33,11.07,11.5,12.13,13.4,0.22,1.27,3.44,0.63,1.9,551.6,1483.4,2310,187245,26913,23727,479.4,416893.3,65.665,95.917,70.447,57.852,104,103.5,103.2,101.4,157.4680871,261.5,406.0937354,88.6,137.5904587,50.7,130.15,2.5602,247.96,118.61,1.3201,164.48,183.621,4.68,9.93,1188.96,87.9,50.6,52.8,48.8,47.3,101.333,24.989,105.5,01.12.1984
59.9925,62.6793,63.1002,66.7265,48.1926,75.567,46.2788,56.5104,36.9589,79.9551,56.6599,65.5501,78.0139,54.9,79.1007,9.88,11.7,9.27,14.98172775,17.74151971,14.05674254,80017,23672,908.6,4668,18009,11171,6838,72681,20103,4882.7,11518.2,5684,16336,89,0.775,106302,102985,7.3,15.9,3667,2536,2284,969,1315,39.9,3.3,1660,1711,218,236,760,497,8.35,7.76,8,9.02,10.93,11.38,12.08,13.26,0.24,1.26,3.62,0.7,1.88,556.9,1512.5,2336,188078,27077,25682,480.5,421137.5,65.947,96.016,70.619,58.218,104,103.4,103.1,99.9,154.3715425,255.7636,395.2214359,86.1,133.046945,47.6,132.78,2.659,254.18,112.71,1.324,171.6127,191.3105,4.51,10.36,1238.16,90.3,50.3,51.8,50.4,45.9,102.088,25.732,105.7,01.01.1985
60.2499,62.9845,63.3391,67.1923,47.7401,76.5553,46.0518,56.7168,36.6472,79.8235,56.4803,71.5194,79.3984,54.2,78.6078,9.92,11.75,9.29,14.98014225,17.74361607,14.02878241,80128,23621,906.3,4662,17966,11142,6824,72856,20133,4883.5,11539,5705,16349,90,0.784,106555,103238,7.2,15.9,3471,2452,2389,1045,1344,39.9,3.3,1662,1632,225,157,779,471,8.5,8.27,8.39,9.29,11.13,11.51,12.13,13.23,0.12,1.02,3.24,0.62,1.72,563.6,1536,2357.5,189637,27596,26307,485.2,427108,66.221,96.576,70.93,58.425,104.1,103.4,102.8,99.4,152.9019059,254.2737,391.1361504,83.9,129.0590534,44.8,136.95,2.8045,260.48,109.31,1.3547,180.8847,202.1258,4.3,10.97,1283.23,86.5,49.9,51.8,48.6,44.8,100.43,28.918,106.3,01.02.1985
60.3516,63.2624,63.5766,67.1342,48.28,76.1505,46.5326,56.6437,37.0023,80.0184,56.9496,67.335,79.1383,51.2,79.0195,9.94,11.7,9.32,14.95433962,17.60219049,14.02157397,80428,23661,905.9,4730,17939,11125,6814,73162,20229,4899,11628.3,5730,16395,92,0.809,106989,103739,7.2,16.1,3519,2443,2394,1045,1349,40.1,3.3,1727,1800,240,274,831,455,8.58,8.52,8.9,9.86,11.52,11.86,12.56,13.69,0.38,1.34,3.34,0.7,1.83,566.6,1547.3,2369.5,190319,27590,25997,489.8,433806.8,66.469,96.736,71.208,58.669,104.1,103.3,102.7,97.6,149.6266998,253.1857,388.1489828,83.9,128.6237716,46.2,137.89,2.8033,257.92,112.53,1.384,179.42,200.4524,4.37,10.7,1268.83,87.3,47.8,49.1,46.7,44,100.854,27.352,106.8,01.03.1985
60.2491,63.0438,63.1967,66.788,47.6646,75.9693,46.1119,56.656,36.761,80.0211,56.7756,66.6688,80.3399,51.6,78.5444,9.97,11.72,9.35,14.97559144,17.60420578,14.04431093,80588,23644,910.6,4764,17886,11090,6796,73374,20283,4902,11664.9,5751,16430,91,0.786,106936,103630,7.3,16.4,3499,2495,2393,1015,1378,40.2,3.1,1664,1821,273,237,821,490,8.27,7.95,8.23,9.14,11.01,11.43,12.23,13.51,0.28,1.19,3.48,0.8,2.08,570.4,1555.2,2378.9,191358,27870,26548,491,439280.3,66.575,96.903,71.339,58.75,104.6,103.9,102.9,96.7,148.0653509,256.181,392.2598723,84.2,128.9255692,44.1,131.91,2.5948,251.84,123.77,1.3658,180.6186,201.1338,4.37,10.79,1266.36,87,48.2,51.3,46.1,43.8,100.67,25.012,107,01.04.1985
60.3007,63.139,63.2649,66.8256,47.6898,76.0122,46.1966,56.6633,36.6771,80.3159,56.8463,66.6697,81.3529,51.9,78.416,9.98,11.72,9.37,14.95982732,17.56805372,14.04544909,80818,23632,905.3,4787,17855,11072,6783,73660,20355,4908.7,11721.3,5775,16474,92,0.804,106932,103652,7.2,15.3,3503,2556,2292,1057,1235,40.1,3.2,1709,1680,238,254,741,447,7.97,7.48,7.65,8.46,10.34,10.85,11.72,13.15,0.17,0.98,3.37,0.87,2.3,575.2,1569.1,2393.2,192694,28155,26821,492.3,444685.8,66.712,96.621,71.333,59.029,104.9,104.2,103.2,95.8,146.261775,250.6045,382.6081314,84.7,129.3149514,48.7,132.54,2.615,251.73,124.83,1.3756,184.8991,204.8323,4.31,11,1279.4,84.2,47.1,49.5,48,40.4,102.175,25.331,107.2,01.05.1985
60.3404,63.3389,63.5799,67.1275,47.6313,76.5119,46.3231,56.5442,36.8098,80.2028,56.9494,66.8711,80.9657,50.5,78.3415,10,11.71,9.39,14.95752064,17.51525667,14.04511188,80939,23592,899.3,4789,17819,11045,6774,73845,20406,4914.7,11754.8,5796,16498,92,0.789,106505,103344,7.4,15.5,3538,2517,2310,1029,1281,40.1,3.2,1716,1676,270,237,734,435,7.53,6.95,7.09,7.8,9.6,10.16,10.94,12.4,0.14,0.85,3.21,0.78,2.24,582.2,1595.5,2416.2,194755,28848,27644,494.2,448811.1,66.856,96.573,71.561,59.157,104.6,103.8,102.6,95.2,144.9782989,244.715,372.6718952,84.6,128.8357573,42.4,130.98,2.5721,248.84,128.08,1.3676,188.886,208.496,4.21,11.4,1314,91.1,47.8,50.7,47.1,40.2,101.437,27.015,107.5,01.06.1985
59.9503,62.967,63.2194,66.8423,47.6902,76.0371,46.0213,56.1411,36.3606,79.9952,56.6279,65.6408,81.3628,48.2,77.6979,10.03,11.74,9.42,14.97663168,17.52997566,14.06578967,81006,23549,889.9,4799,17776,11006,6770,74077,20421,4913.8,11765.1,5818,16620,91,0.775,106807,103664,7.4,15.5,3555,2554,2329,1062,1267,40.1,3.3,1697,1684,217,221,786,460,7.88,7.08,7.2,7.86,9.7,10.31,10.97,12.43,0.12,0.78,3.23,0.66,2.12,589.1,1612.1,2433.1,195946,29141,28034,494.7,453518.7,66.971,96.491,71.615,59.335,104.7,103.8,102.3,94.9,144.2139655,240.5636,365.5703974,84.4,128.2577312,45.6,126.42,2.406,241.14,138.07,1.3526,192.5445,212.8959,4.14,11.73,1343.17,87.4,47.9,52.5,45.7,41.8,101.582,25.873,107.7,01.07.1985
60.2304,63.3761,63.5982,67.1649,48.2065,76.2407,46.2445,56.2888,36.7819,80.043,56.9929,65.759,80.8474,50.6,78.0113,10.04,11.76,9.43,14.94781664,17.50859797,14.03963256,81200,23546,882.9,4823,17756,10987,6769,74273,20458,4925.2,11804.8,5845,16619,92,0.805,107095,103974,7.1,15.3,3439,2515,2258,1036,1222,40.2,3.3,1808,1743,229,252,758,504,7.9,7.14,7.32,8.05,9.81,10.33,11.05,12.5,0.18,0.91,3.19,0.72,2.17,596.2,1630.2,2447.5,198011,29652,28580,496.8,457305.6,67.167,96.59,71.595,59.661,104.5,103.6,102.3,92.9,140.5467556,235.0318,355.5754247,83.7,126.6282395,44,123.99,2.2962,237.46,138.4,1.3575,188.3064,209.3959,4.23,11.47,1326.18,86.3,47.7,51.8,46.6,43,102.666,26.71,107.9,01.08.1985
60.4969,63.6116,63.8027,67.6035,48.1576,76.9451,46.0855,56.5827,36.6588,81.0869,57.0597,68.8259,76.7954,52.8,77.9302,10.06,11.8,9.44,14.94954899,17.53525627,14.02820501,81385,23528,874.4,4852,17718,10952,6766,74495,20495,4929.1,11818.4,5874,16638,93,0.827,107657,104593,7.1,15.3,3494,2570,2242,1009,1233,40.2,3.3,1916,1676,244,234,720,478,7.92,7.1,7.27,8.07,9.81,10.37,11.07,12.48,0.17,0.97,3.27,0.7,2.11,603.3,1643.1,2459.9,199303,30030,28741,499.7,463812.2,67.293,96.554,71.71,59.82,103.8,102.9,102.2,91.8,138.5848644,230.16,347.4585227,83.9,126.6587159,44.3,125.29,2.3749,236.53,136.42,1.3703,184.0605,205.1525,4.32,11.51,1317.95,84.2,49.9,54.6,49.5,45.5,102.751,28.353,108.1,01.09.1985
60.2743,63.5093,63.7851,67.4869,47.9237,76.8979,46.068,56.2422,36.564,80.1506,56.9195,68.1401,80.9105,54.9,77.5816,10.07,11.77,9.46,14.93024152,17.4507391,14.02582769,81556,23529,868.7,4868,17708,10948,6760,74681,20524,4936.6,11832.5,5902,16654,92,0.804,107847,104796,7.1,15.3,3424,2545,2295,1096,1199,40.2,3.3,1743,1834,316,254,803,461,7.99,7.16,7.33,8.01,9.69,10.24,11.02,12.36,0.17,0.85,3.08,0.78,2.12,607.8,1655.3,2471.6,200741,30490,29303,499.7,468071.4,67.447,96.783,71.906,59.938,104.9,103.9,102.3,94.1,141.7190018,229.6087,345.8014428,84.3,126.9597434,46.4,118.8,2.1692,214.68,142.15,1.3667,186.1804,207.65,4.28,11.81,1351.58,80.8,50.9,53.4,50,45.9,102.912,27.801,108.5,01.10.1985
60.4846,63.8274,64.1685,67.7931,49.0428,76.7342,46.4938,56.3408,36.8782,80.5809,57.2913,67.4249,79.4628,56.5,77.9452,10.09,11.75,9.49,14.91235849,17.36572966,14.02559782,81745,23520,860.7,4879,17697,10938,6759,74899,20556,4940.4,11860.8,5935,16674,93,0.839,108007,104945,7,15.7,3463,2456,2207,910,1297,40.2,3.3,1692,1698,239,215,792,452,8.05,7.24,7.3,7.88,9.28,9.78,10.55,11.99,0.06,0.64,2.54,0.77,2.21,612.2,1664.5,2481.3,202120,30916,29175,503.6,471931.3,67.662,96.835,72.192,60.14,105.5,104.6,102.5,95.7,143.7303816,233.01,349.9541925,84.7,127.2096481,45.7,116.67,2.1306,204.07,143.96,1.3765,197.4455,219.442,4.06,12.71,1432.88,84.5,52,57.2,48.5,45.2,102.811,24.744,109,01.11.1985
61.1166,64.3268,64.6217,68.5926,49.1842,77.8868,46.4569,57.1001,36.9438,81.0895,57.5385,71.3379,80.2194,55.3,78.152,10.16,11.85,9.55,14.96185904,17.45059347,14.06355845,81893,23518,855.1,4887,17693,10928,6765,75069,20586,4940.7,11887.2,5959,16694,90,0.82,108216,105075,7,15.1,3393,2544,2208,1003,1205,40.3,3.6,1794,1942,284,275,895,488,8.27,7.1,7.14,7.67,8.73,9.26,10.16,11.58,0.04,0.57,2.16,0.9,2.32,619.8,1675.3,2495.7,203562,31569,30250,506.5,475245.4,67.906,96.764,72.505,60.394,106,105.3,102.9,95.5,142.9961818,234.2619,350.7702328,85.1,127.4238227,48.7,115.77,2.1042,202.79,144.47,1.3954,207.2576,230.2924,3.88,13.47,1517.01,88.1,50.7,54.8,49.3,45.2,102.741,29.135,109.5,01.12.1985
61.4249,64.8385,65.0952,69.3348,50.4999,78.2847,46.5296,57.1968,37.4026,81.9362,58.1991,70.1357,80.2258,52.9,78.9315,10.13,11.77,9.53,14.85402584,17.2588237,13.97422174,81995,23530,851.7,4908,17686,10921,6765,75180,20598,4935.2,11895.4,5977,16715,91,0.865,108887,105600,6.7,14.8,3333,2414,2089,1002,1087,40.4,3.4,1847,1972,322,286,898,466,8.14,7.07,7.16,7.73,8.68,9.19,10.05,11.44,0.09,0.66,2.12,0.86,2.25,621.5,1683.3,2505.7,204223,31563,30793,509.8,478614.7,68.197,96.867,72.675,60.778,105.5,104.6,102.4,94.2,140.3351955,232.9136,346.984879,84.3,125.5865922,48.4,114.58,2.066,199.89,142.44,1.407,208.1941,230.3727,3.9,14.09,1534.86,85.3,51.2,56.7,50.1,44.9,105.395,26.229,109.9,01.01.1986
60.9483,64.1527,64.3553,68.6827,50.1031,77.5038,45.9504,56.9414,37.2986,81.8057,57.8118,67.9028,77.9059,53.6,78.299,10.14,11.8,9.56,14.86759919,17.30154541,14.01718425,82058,23485,834.4,4904,17663,10899,6764,75332,20593,4933.3,11896.1,6010,16759,91,0.803,108480,105397,7.2,15.2,3516,2569,2308,1125,1183,40,3.3,1767,1848,338,280,747,483,7.86,7.06,7.11,7.61,8.34,8.7,9.67,11.11,0.05,0.55,1.64,0.97,2.41,625.2,1693.3,2516.1,205315,31658,30775,511.8,481880.7,68.202,96.7,72.181,61.079,104.1,102.8,101.2,90.5,134.4745093,227.6842,338.3173598,66.7,99.1099422,49.7,110.39,1.9547,184.85,142.97,1.4043,219.3653,241.9074,3.72,14.27,1652.73,87.8,51,57.1,49.8,44.7,104.251,27.306,109.7,01.02.1986
60.5737,63.9967,64.196,68.465,50.1299,77.1525,46.0137,56.3452,37.1077,81.5672,57.6638,68.1051,76.1156,56,78,10.15,11.73,9.58,14.90914966,17.22998281,14.07188707,82155,23428,807.9,4914,17624,10867,6757,75482,20640,4923.5,11960,6036,16755,91,0.796,108837,105637,7.2,14.6,3540,2586,2261,1088,1173,40,3.4,1780,1876,285,316,782,493,7.48,6.56,6.57,7.03,7.46,7.78,9,10.5,0.01,0.47,1.22,1.22,2.72,633.5,1713.6,2536.2,206922,32090,31330,515.7,483198.6,68.079,96.824,71.181,61.395,102.8,101,99.9,88.2,130.5989487,217.425,321.9441771,48.2,71.37040053,49,108.07,1.915,178.69,146.74,1.4009,232.327,256.0363,3.5,15.36,1757.35,86.9,51,54.5,50.5,43.7,101.55,26.158,109.1,01.03.1986
60.6129,64.1734,64.2473,68.867,49.9549,77.8708,45.7161,56.2412,37.2109,81.6779,57.8897,67.5904,77.6144,52.5,78.213,10.16,11.81,9.56,14.9449127,17.37199006,14.06233911,82333,23427,779.2,4950,17616,10863,6753,75671,20682,4934.5,11991,6066,16765,91,0.798,108952,105799,7.1,14.7,3598,2666,2162,988,1174,40,3.3,1858,1933,310,349,761,513,6.99,6.06,6.08,6.44,7.05,7.3,8.79,10.19,0.02,0.38,1.24,1.49,2.89,640.9,1742.5,2561,208125,32517,31625,517.1,487617.4,67.983,96.924,70.529,61.573,102.3,100.3,98.9,85.6,126.4327071,213.8136,315.8064516,41,60.55772185,42.8,107.43,1.9016,175.09,149.85,1.3879,237.9677,263.8895,3.43,15.93,1807.05,88.5,49.7,54.4,50.7,42.5,104.559,24.858,108.7,01.04.1986
